Nome do Produto,Classifica√ß√£o do Produto,PreÁo do Produto (R$),Quantidade em Estoque,Filial,Data da Venda
M·scara de cÌlios,Indisponivel,26.08,69,Filial 7,Indisponivel
Corretivo,Indisponivel,46.74,24,Filial 9,Indisponivel
Sombra de olhos,Indisponivel,4.89,74,Filial 2,Indisponivel
PÛ compacto,Indisponivel,57.44,81,Filial 1,Indisponivel
L·pis de sobrancelha,Indisponivel,42.24,51,Filial 6,Indisponivel
Delineador lÌquido,Indisponivel,64.43,1,Filial 7,Indisponivel
Batom lÌquido,Indisponivel,17.35,42,Filial 6,Indisponivel
Corretivo,Indisponivel,87.3,61,Filial 3,Indisponivel
Corretivo,Indisponivel,66.99,35,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,58.01,1,Filial 6,Indisponivel
Base lÌquida,Indisponivel,71.51,4,Filial 6,Indisponivel
Batom lÌquido,Indisponivel,30.01,29,Filial 8,Indisponivel
M·scara de cÌlios,Indisponivel,14.37,87,Filial 7,Indisponivel
Corretivo,Indisponivel,84.7,87,Filial 5,Indisponivel
M·scara de cÌlios,Indisponivel,70.02,97,Filial 6,Indisponivel
PÛ compacto,Indisponivel,91.96,84,Filial 7,Indisponivel
Blush em pÛ,Indisponivel,32.77,8,Filial 10,Indisponivel
Delineador lÌquido,Indisponivel,65.86,67,Filial 8,Indisponivel
M·scara de cÌlios,Indisponivel,26.49,6,Filial 1,Indisponivel
L·pis de sobrancelha,Indisponivel,51.68,59,Filial 8,Indisponivel
Batom lÌquido,Indisponivel,72.73,54,Filial 10,Indisponivel
Base lÌquida,Indisponivel,57.97,52,Filial 4,Indisponivel
M·scara de cÌlios,Indisponivel,44.99,16,Filial 8,Indisponivel
PÛ compacto,Indisponivel,97.49,84,Filial 3,Indisponivel
Corretivo,Indisponivel,18.05,52,Filial 3,Indisponivel
Corretivo,Indisponivel,98.43,94,Filial 2,Indisponivel
Batom matte,Indisponivel,40.29,65,Filial 6,Indisponivel
Blush em pÛ,Indisponivel,10.61,37,Filial 1,Indisponivel
PÛ compacto,Indisponivel,69.3,85,Filial 7,Indisponivel
Corretivo,Indisponivel,92.32,50,Filial 5,Indisponivel
Delineador lÌquido,Indisponivel,35.15,18,Filial 10,Indisponivel
M·scara de cÌlios,Indisponivel,21.86,53,Filial 4,Indisponivel
Corretivo,Indisponivel,67.9,66,Filial 9,Indisponivel
Delineador lÌquido,Indisponivel,30.1,39,Filial 2,Indisponivel
Blush em pÛ,Indisponivel,88.59,16,Filial 4,Indisponivel
Blush em pÛ,Indisponivel,2.74,42,Filial 3,Indisponivel
Delineador lÌquido,Indisponivel,86.85,75,Filial 1,Indisponivel
Batom lÌquido,Indisponivel,72.92,24,Filial 10,Indisponivel
Corretivo,Indisponivel,23.68,62,Filial 2,Indisponivel
Base lÌquida,Indisponivel,21.6,62,Filial 3,Indisponivel
L·pis de sobrancelha,Indisponivel,54.23,98,Filial 5,Indisponivel
Corretivo,Indisponivel,36.52,13,Filial 8,Indisponivel
Batom matte,Indisponivel,78.22,34,Filial 7,Indisponivel
PÛ compacto,Indisponivel,71.95,79,Filial 9,Indisponivel
Corretivo,Indisponivel,47.84,2,Filial 7,Indisponivel
Batom matte,Indisponivel,3.42,97,Filial 2,Indisponivel
Batom matte,Indisponivel,78.97,49,Filial 2,Indisponivel
Blush em pÛ,Indisponivel,72.08,41,Filial 7,Indisponivel
PÛ compacto,Indisponivel,97.3,1,Filial 4,Indisponivel
Batom lÌquido,Indisponivel,41.19,95,Filial 9,Indisponivel
Delineador lÌquido,Indisponivel,74.21,54,Filial 10,Indisponivel
Sombra de olhos,Indisponivel,27.09,51,Filial 2,Indisponivel
M·scara de cÌlios,Indisponivel,61.36,92,Filial 5,Indisponivel
Batom matte,Indisponivel,71.06,55,Filial 4,Indisponivel
Corretivo,Indisponivel,74.97,74,Filial 4,Indisponivel
Batom matte,Indisponivel,76.49,77,Filial 7,Indisponivel
Base lÌquida,Indisponivel,77.61,74,Filial 4,Indisponivel
Sombra de olhos,Indisponivel,43.71,86,Filial 3,Indisponivel
Sombra de olhos,Indisponivel,66.16,56,Filial 3,Indisponivel
Blush em pÛ,Indisponivel,89.24,75,Filial 4,Indisponivel
M·scara de cÌlios,Indisponivel,87.67,73,Filial 2,Indisponivel
Blush em pÛ,Indisponivel,50.51,41,Filial 5,Indisponivel
Corretivo,Indisponivel,30.47,49,Filial 9,Indisponivel
Delineador lÌquido,Indisponivel,61.53,77,Filial 8,Indisponivel
Sombra de olhos,Indisponivel,26.48,59,Filial 5,Indisponivel
Delineador lÌquido,Indisponivel,84.12,85,Filial 5,Indisponivel
PÛ compacto,Indisponivel,18.25,50,Filial 5,Indisponivel
Batom matte,Indisponivel,56.97,29,Filial 1,Indisponivel
PÛ compacto,Indisponivel,73.06,72,Filial 9,Indisponivel
Sombra de olhos,Indisponivel,3.33,98,Filial 8,Indisponivel
PÛ compacto,Indisponivel,96.49,73,Filial 5,Indisponivel
Base lÌquida,Indisponivel,56.35,21,Filial 1,Indisponivel
Base lÌquida,Indisponivel,56.08,97,Filial 10,Indisponivel
L·pis de sobrancelha,Indisponivel,37.73,34,Filial 4,Indisponivel
Batom matte,Indisponivel,78.28,93,Filial 2,Indisponivel
Blush em pÛ,Indisponivel,14.36,64,Filial 7,Indisponivel
Batom lÌquido,Indisponivel,32.07,14,Filial 1,Indisponivel
Batom matte,Indisponivel,18.46,15,Filial 6,Indisponivel
Base lÌquida,Indisponivel,54.77,57,Filial 3,Indisponivel
Blush em pÛ,Indisponivel,87.28,48,Filial 8,Indisponivel
Corretivo,Indisponivel,8.73,76,Filial 2,Indisponivel
Sombra de olhos,Indisponivel,70.62,36,Filial 6,Indisponivel
Blush em pÛ,Indisponivel,6.83,92,Filial 4,Indisponivel
Delineador lÌquido,Indisponivel,53.86,99,Filial 4,Indisponivel
Batom matte,Indisponivel,66.48,66,Filial 8,Indisponivel
PÛ compacto,Indisponivel,99.19,28,Filial 7,Indisponivel
Delineador lÌquido,Indisponivel,12.09,17,Filial 5,Indisponivel
M·scara de cÌlios,Indisponivel,48.19,67,Filial 5,Indisponivel
Corretivo,Indisponivel,13.06,33,Filial 10,Indisponivel
Delineador lÌquido,Indisponivel,93.59,19,Filial 2,Indisponivel
Base lÌquida,Indisponivel,90.18,21,Filial 10,Indisponivel
Sombra de olhos,Indisponivel,45.56,66,Filial 10,Indisponivel
Sombra de olhos,Indisponivel,90.17,64,Filial 6,Indisponivel
L·pis de sobrancelha,Indisponivel,77.38,12,Filial 5,Indisponivel
Base lÌquida,Indisponivel,81.34,31,Filial 4,Indisponivel
Blush em pÛ,Indisponivel,8.52,38,Filial 8,Indisponivel
Base lÌquida,Indisponivel,16.27,61,Filial 10,Indisponivel
PÛ compacto,Indisponivel,20.61,12,Filial 2,Indisponivel
PÛ compacto,Indisponivel,30.08,90,Filial 10,Indisponivel
Base lÌquida,Indisponivel,1.8,9,Filial 4,Indisponivel
M·scara de cÌlios,Indisponivel,54.87,65,Filial 7,Indisponivel
Batom matte,Indisponivel,51.36,47,Filial 7,Indisponivel
Corretivo,Indisponivel,94.25,67,Filial 9,Indisponivel
Batom matte,Indisponivel,44.81,78,Filial 9,Indisponivel
Corretivo,Indisponivel,26.69,12,Filial 10,Indisponivel
Blush em pÛ,Indisponivel,15.74,55,Filial 8,Indisponivel
L·pis de sobrancelha,Indisponivel,39.87,94,Filial 1,Indisponivel
M·scara de cÌlios,Indisponivel,66.75,50,Filial 8,Indisponivel
Batom matte,Indisponivel,78.61,28,Filial 5,Indisponivel
Batom matte,Indisponivel,46.52,54,Filial 7,Indisponivel
Batom lÌquido,Indisponivel,81.34,50,Filial 2,Indisponivel
Sombra de olhos,Indisponivel,51.02,64,Filial 5,Indisponivel
Sombra de olhos,Indisponivel,8.22,36,Filial 8,Indisponivel
Corretivo,Indisponivel,59.8,53,Filial 10,Indisponivel
Delineador lÌquido,Indisponivel,98.16,30,Filial 2,Indisponivel
Batom lÌquido,Indisponivel,73.12,2,Filial 4,Indisponivel
Base lÌquida,Indisponivel,96.1,47,Filial 8,Indisponivel
Base lÌquida,Indisponivel,73.35,85,Filial 8,Indisponivel
Batom matte,Indisponivel,25.77,40,Filial 6,Indisponivel
PÛ compacto,Indisponivel,65.47,39,Filial 6,Indisponivel
L·pis de sobrancelha,Indisponivel,52.96,14,Filial 7,Indisponivel
PÛ compacto,Indisponivel,1.38,4,Filial 7,Indisponivel
M·scara de cÌlios,Indisponivel,94.8,94,Filial 3,Indisponivel
Base lÌquida,Indisponivel,43.21,46,Filial 7,Indisponivel
Batom matte,Indisponivel,67.74,23,Filial 1,Indisponivel
Batom matte,Indisponivel,2.55,81,Filial 7,Indisponivel
Batom matte,Indisponivel,37.8,60,Filial 6,Indisponivel
L·pis de sobrancelha,Indisponivel,83.26,97,Filial 7,Indisponivel
PÛ compacto,Indisponivel,71.15,9,Filial 4,Indisponivel
Sombra de olhos,Indisponivel,12.72,84,Filial 2,Indisponivel
Batom lÌquido,Indisponivel,60.29,4,Filial 2,Indisponivel
Batom lÌquido,Indisponivel,6.53,14,Filial 1,Indisponivel
Batom lÌquido,Indisponivel,39.86,25,Filial 5,Indisponivel
Batom lÌquido,Indisponivel,93.89,94,Filial 3,Indisponivel
Batom lÌquido,Indisponivel,62.32,82,Filial 1,Indisponivel
PÛ compacto,Indisponivel,73.62,44,Filial 5,Indisponivel
Corretivo,Indisponivel,69.02,45,Filial 8,Indisponivel
Batom matte,Indisponivel,79.6,25,Filial 8,Indisponivel
Blush em pÛ,Indisponivel,56.84,70,Filial 2,Indisponivel
PÛ compacto,Indisponivel,89.37,57,Filial 4,Indisponivel
L·pis de sobrancelha,Indisponivel,48.32,22,Filial 10,Indisponivel
Batom matte,Indisponivel,30.91,68,Filial 7,Indisponivel
Delineador lÌquido,Indisponivel,78.24,3,Filial 3,Indisponivel
Delineador lÌquido,Indisponivel,97.59,4,Filial 8,Indisponivel
Base lÌquida,Indisponivel,51.29,34,Filial 6,Indisponivel
M·scara de cÌlios,Indisponivel,46.16,24,Filial 7,Indisponivel
Base lÌquida,Indisponivel,31.46,31,Filial 10,Indisponivel
M·scara de cÌlios,Indisponivel,83.36,42,Filial 4,Indisponivel
Batom matte,Indisponivel,19.96,55,Filial 9,Indisponivel
PÛ compacto,Indisponivel,13.95,5,Filial 9,Indisponivel
Base lÌquida,Indisponivel,37.94,22,Filial 5,Indisponivel
Corretivo,Indisponivel,84.36,37,Filial 7,Indisponivel
Corretivo,Indisponivel,76.76,25,Filial 8,Indisponivel
Batom lÌquido,Indisponivel,33.87,76,Filial 5,Indisponivel
Corretivo,Indisponivel,25.92,81,Filial 3,Indisponivel
L·pis de sobrancelha,Indisponivel,70.01,41,Filial 3,Indisponivel
Delineador lÌquido,Indisponivel,50.26,29,Filial 10,Indisponivel
Corretivo,Indisponivel,41.71,26,Filial 10,Indisponivel
Blush em pÛ,Indisponivel,82.33,23,Filial 5,Indisponivel
Base lÌquida,Indisponivel,73.49,45,Filial 6,Indisponivel
Blush em pÛ,Indisponivel,21.45,53,Filial 6,Indisponivel
Sombra de olhos,Indisponivel,9.35,14,Filial 7,Indisponivel
Base lÌquida,Indisponivel,82.18,83,Filial 6,Indisponivel
Batom matte,Indisponivel,41.68,87,Filial 4,Indisponivel
Sombra de olhos,Indisponivel,77.75,44,Filial 2,Indisponivel
Sombra de olhos,Indisponivel,82.1,61,Filial 2,Indisponivel
L·pis de sobrancelha,Indisponivel,64.16,74,Filial 5,Indisponivel
Blush em pÛ,Indisponivel,29.07,68,Filial 7,Indisponivel
Corretivo,Indisponivel,2.41,43,Filial 10,Indisponivel
Corretivo,Indisponivel,55.17,57,Filial 6,Indisponivel
Corretivo,Indisponivel,45.83,85,Filial 10,Indisponivel
Batom lÌquido,Indisponivel,84.39,43,Filial 5,Indisponivel
Base lÌquida,Indisponivel,99.47,35,Filial 8,Indisponivel
Blush em pÛ,Indisponivel,86.91,93,Filial 6,Indisponivel
M·scara de cÌlios,Indisponivel,45.31,92,Filial 7,Indisponivel
Base lÌquida,Indisponivel,90.72,10,Filial 7,Indisponivel
Delineador lÌquido,Indisponivel,89.5,20,Filial 9,Indisponivel
M·scara de cÌlios,Indisponivel,25.74,28,Filial 3,Indisponivel
PÛ compacto,Indisponivel,90.46,46,Filial 4,Indisponivel
Base lÌquida,Indisponivel,23.28,56,Filial 5,Indisponivel
Sombra de olhos,Indisponivel,52.03,58,Filial 4,Indisponivel
Base lÌquida,Indisponivel,68.84,2,Filial 6,Indisponivel
Base lÌquida,Indisponivel,62.75,80,Filial 7,Indisponivel
Blush em pÛ,Indisponivel,13.82,79,Filial 7,Indisponivel
Batom matte,Indisponivel,95.84,94,Filial 4,Indisponivel
PÛ compacto,Indisponivel,68.58,17,Filial 6,Indisponivel
L·pis de sobrancelha,Indisponivel,40.0,33,Filial 6,Indisponivel
L·pis de sobrancelha,Indisponivel,97.57,42,Filial 4,Indisponivel
Sombra de olhos,Indisponivel,73.97,52,Filial 2,Indisponivel
Corretivo,Indisponivel,6.64,97,Filial 1,Indisponivel
Batom lÌquido,Indisponivel,42.59,57,Filial 3,Indisponivel
Corretivo,Indisponivel,51.17,19,Filial 5,Indisponivel
PÛ compacto,Indisponivel,37.55,57,Filial 9,Indisponivel
L·pis de sobrancelha,Indisponivel,69.54,28,Filial 1,Indisponivel
Corretivo,Indisponivel,79.51,93,Filial 9,Indisponivel
Delineador lÌquido,Indisponivel,41.86,12,Filial 8,Indisponivel
Blush em pÛ,Indisponivel,22.16,95,Filial 2,Indisponivel
Corretivo,Indisponivel,25.45,83,Filial 3,Indisponivel
Sombra de olhos,Indisponivel,67.73,86,Filial 7,Indisponivel
PÛ compacto,Indisponivel,97.38,91,Filial 3,Indisponivel
Batom matte,Indisponivel,6.1,85,Filial 8,Indisponivel
Sombra de olhos,Indisponivel,81.1,15,Filial 3,Indisponivel
L·pis de sobrancelha,Indisponivel,51.91,10,Filial 7,Indisponivel
Blush em pÛ,Indisponivel,20.95,87,Filial 5,Indisponivel
PÛ compacto,Indisponivel,5.18,94,Filial 1,Indisponivel
Batom matte,Indisponivel,14.77,96,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,88.93,87,Filial 10,Indisponivel
Batom matte,Indisponivel,50.98,23,Filial 6,Indisponivel
L·pis de sobrancelha,Indisponivel,62.97,46,Filial 8,Indisponivel
Batom matte,Indisponivel,61.81,74,Filial 9,Indisponivel
Corretivo,Indisponivel,35.39,80,Filial 10,Indisponivel
Corretivo,Indisponivel,90.88,61,Filial 1,Indisponivel
Base lÌquida,Indisponivel,13.87,40,Filial 2,Indisponivel
Blush em pÛ,Indisponivel,3.24,62,Filial 7,Indisponivel
Blush em pÛ,Indisponivel,33.36,97,Filial 4,Indisponivel
Batom lÌquido,Indisponivel,7.58,90,Filial 4,Indisponivel
PÛ compacto,Indisponivel,76.59,33,Filial 5,Indisponivel
M·scara de cÌlios,Indisponivel,41.72,76,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,40.09,54,Filial 10,Indisponivel
PÛ compacto,Indisponivel,61.66,54,Filial 4,Indisponivel
Base lÌquida,Indisponivel,69.49,30,Filial 6,Indisponivel
Sombra de olhos,Indisponivel,84.36,41,Filial 4,Indisponivel
Batom matte,Indisponivel,10.31,58,Filial 7,Indisponivel
Sombra de olhos,Indisponivel,22.98,9,Filial 2,Indisponivel
Corretivo,Indisponivel,82.31,8,Filial 10,Indisponivel
Sombra de olhos,Indisponivel,54.7,99,Filial 3,Indisponivel
Base lÌquida,Indisponivel,77.63,43,Filial 10,Indisponivel
L·pis de sobrancelha,Indisponivel,2.31,76,Filial 7,Indisponivel
PÛ compacto,Indisponivel,42.97,69,Filial 9,Indisponivel
M·scara de cÌlios,Indisponivel,66.9,100,Filial 4,Indisponivel
Delineador lÌquido,Indisponivel,15.93,36,Filial 1,Indisponivel
Batom lÌquido,Indisponivel,93.87,54,Filial 7,Indisponivel
Batom lÌquido,Indisponivel,5.58,68,Filial 7,Indisponivel
Delineador lÌquido,Indisponivel,42.0,42,Filial 7,Indisponivel
Sombra de olhos,Indisponivel,47.94,84,Filial 6,Indisponivel
L·pis de sobrancelha,Indisponivel,20.86,94,Filial 1,Indisponivel
Blush em pÛ,Indisponivel,87.62,47,Filial 9,Indisponivel
Batom matte,Indisponivel,99.79,59,Filial 10,Indisponivel
Base lÌquida,Indisponivel,7.8,77,Filial 10,Indisponivel
Blush em pÛ,Indisponivel,28.86,63,Filial 3,Indisponivel
Batom lÌquido,Indisponivel,56.7,45,Filial 3,Indisponivel
Blush em pÛ,Indisponivel,7.53,42,Filial 7,Indisponivel
M·scara de cÌlios,Indisponivel,86.73,97,Filial 2,Indisponivel
Sombra de olhos,Indisponivel,68.15,93,Filial 7,Indisponivel
L·pis de sobrancelha,Indisponivel,69.6,36,Filial 2,Indisponivel
Sombra de olhos,Indisponivel,65.27,89,Filial 2,Indisponivel
L·pis de sobrancelha,Indisponivel,52.66,62,Filial 8,Indisponivel
Corretivo,Indisponivel,3.67,49,Filial 2,Indisponivel
Delineador lÌquido,Indisponivel,80.05,30,Filial 1,Indisponivel
Batom lÌquido,Indisponivel,84.3,100,Filial 8,Indisponivel
Batom lÌquido,Indisponivel,86.73,72,Filial 9,Indisponivel
M·scara de cÌlios,Indisponivel,65.31,64,Filial 2,Indisponivel
Corretivo,Indisponivel,83.24,8,Filial 5,Indisponivel
Base lÌquida,Indisponivel,29.8,10,Filial 10,Indisponivel
Base lÌquida,Indisponivel,30.47,88,Filial 5,Indisponivel
Batom matte,Indisponivel,36.77,1,Filial 10,Indisponivel
Corretivo,Indisponivel,74.83,1,Filial 10,Indisponivel
Batom matte,Indisponivel,43.89,42,Filial 2,Indisponivel
Batom lÌquido,Indisponivel,35.41,66,Filial 10,Indisponivel
Corretivo,Indisponivel,73.4,44,Filial 6,Indisponivel
PÛ compacto,Indisponivel,4.01,9,Filial 9,Indisponivel
Sombra de olhos,Indisponivel,61.37,94,Filial 4,Indisponivel
Batom lÌquido,Indisponivel,48.82,23,Filial 6,Indisponivel
Batom lÌquido,Indisponivel,54.88,91,Filial 8,Indisponivel
M·scara de cÌlios,Indisponivel,60.12,39,Filial 9,Indisponivel
Delineador lÌquido,Indisponivel,90.41,25,Filial 7,Indisponivel
M·scara de cÌlios,Indisponivel,9.91,45,Filial 1,Indisponivel
Corretivo,Indisponivel,50.16,35,Filial 7,Indisponivel
M·scara de cÌlios,Indisponivel,17.48,19,Filial 8,Indisponivel
Delineador lÌquido,Indisponivel,77.54,94,Filial 3,Indisponivel
Blush em pÛ,Indisponivel,20.77,92,Filial 7,Indisponivel
Delineador lÌquido,Indisponivel,31.83,92,Filial 10,Indisponivel
Batom matte,Indisponivel,13.33,16,Filial 1,Indisponivel
L·pis de sobrancelha,Indisponivel,52.28,68,Filial 4,Indisponivel
Blush em pÛ,Indisponivel,57.98,93,Filial 2,Indisponivel
Blush em pÛ,Indisponivel,91.05,71,Filial 2,Indisponivel
Delineador lÌquido,Indisponivel,31.43,94,Filial 4,Indisponivel
Base lÌquida,Indisponivel,75.39,84,Filial 10,Indisponivel
Base lÌquida,Indisponivel,27.17,22,Filial 8,Indisponivel
Delineador lÌquido,Indisponivel,81.12,50,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,5.09,46,Filial 2,Indisponivel
Blush em pÛ,Indisponivel,84.33,67,Filial 6,Indisponivel
Batom matte,Indisponivel,75.49,43,Filial 10,Indisponivel
Delineador lÌquido,Indisponivel,41.04,6,Filial 7,Indisponivel
Batom matte,Indisponivel,25.58,50,Filial 5,Indisponivel
L·pis de sobrancelha,Indisponivel,30.32,17,Filial 8,Indisponivel
Sombra de olhos,Indisponivel,98.94,1,Filial 7,Indisponivel
PÛ compacto,Indisponivel,8.3,21,Filial 1,Indisponivel
Delineador lÌquido,Indisponivel,24.78,6,Filial 4,Indisponivel
M·scara de cÌlios,Indisponivel,19.11,24,Filial 10,Indisponivel
Blush em pÛ,Indisponivel,72.31,45,Filial 10,Indisponivel
Blush em pÛ,Indisponivel,79.19,66,Filial 5,Indisponivel
Base lÌquida,Indisponivel,30.07,68,Filial 3,Indisponivel
Base lÌquida,Indisponivel,25.31,44,Filial 5,Indisponivel
PÛ compacto,Indisponivel,74.18,70,Filial 5,Indisponivel
Batom matte,Indisponivel,24.66,75,Filial 8,Indisponivel
Delineador lÌquido,Indisponivel,49.47,34,Filial 10,Indisponivel
Sombra de olhos,Indisponivel,83.11,89,Filial 5,Indisponivel
Batom lÌquido,Indisponivel,89.07,85,Filial 6,Indisponivel
Sombra de olhos,Indisponivel,34.32,43,Filial 6,Indisponivel
Sombra de olhos,Indisponivel,77.64,52,Filial 7,Indisponivel
M·scara de cÌlios,Indisponivel,13.52,34,Filial 5,Indisponivel
Blush em pÛ,Indisponivel,9.85,81,Filial 8,Indisponivel
Blush em pÛ,Indisponivel,75.97,46,Filial 3,Indisponivel
PÛ compacto,Indisponivel,18.05,27,Filial 1,Indisponivel
PÛ compacto,Indisponivel,68.34,58,Filial 8,Indisponivel
Base lÌquida,Indisponivel,97.09,98,Filial 6,Indisponivel
Base lÌquida,Indisponivel,20.11,14,Filial 8,Indisponivel
Delineador lÌquido,Indisponivel,66.71,42,Filial 1,Indisponivel
Delineador lÌquido,Indisponivel,43.51,15,Filial 9,Indisponivel
Corretivo,Indisponivel,14.14,35,Filial 8,Indisponivel
Batom lÌquido,Indisponivel,9.88,1,Filial 4,Indisponivel
L·pis de sobrancelha,Indisponivel,38.88,43,Filial 9,Indisponivel
Delineador lÌquido,Indisponivel,51.78,84,Filial 10,Indisponivel
PÛ compacto,Indisponivel,28.51,2,Filial 1,Indisponivel
Delineador lÌquido,Indisponivel,96.16,46,Filial 6,Indisponivel
Blush em pÛ,Indisponivel,44.68,46,Filial 7,Indisponivel
L·pis de sobrancelha,Indisponivel,53.74,74,Filial 3,Indisponivel
Corretivo,Indisponivel,65.72,39,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,61.78,33,Filial 1,Indisponivel
L·pis de sobrancelha,Indisponivel,94.67,84,Filial 6,Indisponivel
Batom matte,Indisponivel,41.2,37,Filial 10,Indisponivel
Batom matte,Indisponivel,89.33,40,Filial 7,Indisponivel
Corretivo,Indisponivel,28.01,52,Filial 9,Indisponivel
Base lÌquida,Indisponivel,67.78,96,Filial 4,Indisponivel
PÛ compacto,Indisponivel,17.15,49,Filial 5,Indisponivel
L·pis de sobrancelha,Indisponivel,34.4,99,Filial 2,Indisponivel
Blush em pÛ,Indisponivel,88.98,20,Filial 7,Indisponivel
Base lÌquida,Indisponivel,83.79,52,Filial 9,Indisponivel
Blush em pÛ,Indisponivel,77.29,81,Filial 3,Indisponivel
PÛ compacto,Indisponivel,89.62,17,Filial 2,Indisponivel
Delineador lÌquido,Indisponivel,91.19,74,Filial 3,Indisponivel
Corretivo,Indisponivel,30.81,86,Filial 4,Indisponivel
L·pis de sobrancelha,Indisponivel,52.18,7,Filial 9,Indisponivel
Batom matte,Indisponivel,15.8,12,Filial 8,Indisponivel
Blush em pÛ,Indisponivel,39.68,63,Filial 4,Indisponivel
Sombra de olhos,Indisponivel,8.11,61,Filial 10,Indisponivel
Corretivo,Indisponivel,29.72,28,Filial 6,Indisponivel
PÛ compacto,Indisponivel,63.59,75,Filial 8,Indisponivel
M·scara de cÌlios,Indisponivel,98.14,11,Filial 8,Indisponivel
Corretivo,Indisponivel,37.27,20,Filial 2,Indisponivel
Base lÌquida,Indisponivel,43.38,20,Filial 10,Indisponivel
Batom matte,Indisponivel,72.51,53,Filial 2,Indisponivel
Sombra de olhos,Indisponivel,5.17,35,Filial 3,Indisponivel
M·scara de cÌlios,Indisponivel,23.11,55,Filial 5,Indisponivel
Corretivo,Indisponivel,97.4,88,Filial 8,Indisponivel
M·scara de cÌlios,Indisponivel,39.73,46,Filial 8,Indisponivel
Batom lÌquido,Indisponivel,58.73,18,Filial 6,Indisponivel
M·scara de cÌlios,Indisponivel,58.97,67,Filial 7,Indisponivel
PÛ compacto,Indisponivel,22.8,66,Filial 5,Indisponivel
L·pis de sobrancelha,Indisponivel,36.94,78,Filial 4,Indisponivel
Delineador lÌquido,Indisponivel,18.33,60,Filial 10,Indisponivel
Batom lÌquido,Indisponivel,13.7,90,Filial 10,Indisponivel
Corretivo,Indisponivel,64.64,31,Filial 4,Indisponivel
L·pis de sobrancelha,Indisponivel,11.9,7,Filial 8,Indisponivel
Base lÌquida,Indisponivel,32.16,28,Filial 8,Indisponivel
PÛ compacto,Indisponivel,16.0,25,Filial 1,Indisponivel
Sombra de olhos,Indisponivel,52.62,56,Filial 8,Indisponivel
Blush em pÛ,Indisponivel,6.11,15,Filial 1,Indisponivel
L·pis de sobrancelha,Indisponivel,63.05,32,Filial 7,Indisponivel
Batom matte,Indisponivel,52.8,52,Filial 5,Indisponivel
PÛ compacto,Indisponivel,6.33,1,Filial 10,Indisponivel
M·scara de cÌlios,Indisponivel,67.25,97,Filial 4,Indisponivel
Base lÌquida,Indisponivel,14.91,5,Filial 3,Indisponivel
M·scara de cÌlios,Indisponivel,63.79,80,Filial 2,Indisponivel
Sombra de olhos,Indisponivel,69.0,60,Filial 7,Indisponivel
Batom lÌquido,Indisponivel,1.77,87,Filial 1,Indisponivel
Batom matte,Indisponivel,92.96,64,Filial 5,Indisponivel
Blush em pÛ,Indisponivel,86.13,64,Filial 10,Indisponivel
Batom matte,Indisponivel,39.71,60,Filial 2,Indisponivel
Batom lÌquido,Indisponivel,29.18,47,Filial 3,Indisponivel
Sombra de olhos,Indisponivel,76.74,55,Filial 9,Indisponivel
Base lÌquida,Indisponivel,17.74,76,Filial 2,Indisponivel
Corretivo,Indisponivel,93.73,25,Filial 2,Indisponivel
Base lÌquida,Indisponivel,49.83,73,Filial 2,Indisponivel
L·pis de sobrancelha,Indisponivel,33.74,84,Filial 8,Indisponivel
Sombra de olhos,Indisponivel,57.22,30,Filial 7,Indisponivel
Batom lÌquido,Indisponivel,95.47,54,Filial 4,Indisponivel
Base lÌquida,Indisponivel,52.36,28,Filial 7,Indisponivel
Corretivo,Indisponivel,4.91,44,Filial 9,Indisponivel
Sombra de olhos,Indisponivel,88.43,5,Filial 1,Indisponivel
Base lÌquida,Indisponivel,42.9,5,Filial 1,Indisponivel
Delineador lÌquido,Indisponivel,17.48,5,Filial 3,Indisponivel
Delineador lÌquido,Indisponivel,35.38,36,Filial 2,Indisponivel
Delineador lÌquido,Indisponivel,4.56,27,Filial 5,Indisponivel
Sombra de olhos,Indisponivel,4.69,18,Filial 4,Indisponivel
Delineador lÌquido,Indisponivel,2.04,28,Filial 10,Indisponivel
Batom matte,Indisponivel,34.64,73,Filial 2,Indisponivel
L·pis de sobrancelha,Indisponivel,8.77,27,Filial 5,Indisponivel
M·scara de cÌlios,Indisponivel,37.86,78,Filial 4,Indisponivel
Base lÌquida,Indisponivel,44.88,31,Filial 7,Indisponivel
Sombra de olhos,Indisponivel,22.04,85,Filial 2,Indisponivel
Sombra de olhos,Indisponivel,40.0,23,Filial 5,Indisponivel
PÛ compacto,Indisponivel,99.55,6,Filial 3,Indisponivel
L·pis de sobrancelha,Indisponivel,21.22,8,Filial 5,Indisponivel
Sombra de olhos,Indisponivel,61.69,50,Filial 7,Indisponivel
Sombra de olhos,Indisponivel,46.77,77,Filial 6,Indisponivel
Batom matte,Indisponivel,1.21,99,Filial 8,Indisponivel
Sombra de olhos,Indisponivel,66.57,66,Filial 3,Indisponivel
Base lÌquida,Indisponivel,3.15,91,Filial 7,Indisponivel
Delineador lÌquido,Indisponivel,6.58,24,Filial 9,Indisponivel
L·pis de sobrancelha,Indisponivel,99.33,81,Filial 2,Indisponivel
